atk,df,hp,spAtk,spDf,spd,中文名稱,全國編號,初始親密,夢特1,孵化步數,屬性,性別比例,捕捉機率,日文名稱,特性1,特性2,總經驗值,英文名稱,蛋組,身高,進化0,進化1,阿羅拉,體重,屬性1,屬性2
110.0,60.0,80.0,150.0,130.0,70.0,胡帕,720.0,100,沒有隱藏特性,30720.0,超 / 鬼,沒有性別,3.0,フーパ,魔術師,,1250000.0,Hoopa,,"0.5m / 1.7m / 1'08"" / 5'07""",,,---,9.0kg / 60.8kg / 19.8lbs / 134.0lbs,超 , 鬼
110.0,120.0,80.0,130.0,90.0,70.0,波爾凱尼恩,721.0,100,沒有隱藏特性,30720.0,火 / 水,沒有性別,3.0,ボルケニオン,儲水,,1250000.0,Volcanion,,"1.7m / 5'07""",,,---,195kg / 429.9lbs,火 , 水
55.0,55.0,68.0,50.0,50.0,42.0,木木梟,722.0,70,遠隔,3840.0,草 / 飛,♂ 7 : ♀ 1,45.0,モクロー,茂盛,,1059860.0,Rowlet,飛行類,"0.3m / 1'00""",722木木梟→723投羽梟進化條件：Level 17,723投羽梟→724狙射樹梟進化條件：Level 34,1,1.5kg / 3.3lbs,草 , 飛
75.0,75.0,78.0,70.0,70.0,52.0,投羽梟,723.0,70,遠隔,3840.0,草 / 飛,♂ 7 : ♀ 1,45.0,フクスロー,茂盛,,1059860.0,Dartrix,飛行類,"0.7m / 2'04""",722木木梟→723投羽梟進化條件：Level 17,723投羽梟→724狙射樹梟進化條件：Level 34,2,16kg / 35.3lbs,草 , 飛
107.0,75.0,78.0,100.0,100.0,70.0,狙射樹梟,724.0,70,遠隔,3840.0,草 / 鬼,♂ 7 : ♀ 1,45.0,ジュナイパー,茂盛,,1059860.0,Decidueye,飛行類,"1.6m / 5'03""",722木木梟→723投羽梟進化條件：Level 17,723投羽梟→724狙射樹梟進化條件：Level 34,3,36.6kg / 80.7lbs,草 , 鬼
65.0,40.0,45.0,60.0,40.0,70.0,火斑喵,725.0,70,威嚇,3840.0,火,♂ 7 : ♀ 1,45.0,ニャビー,猛火,,1059860.0,Litten,陸上類,"0.4m / 1'04""",725火斑喵→726炎熱喵進化條件：Level 17,726炎熱喵→727熾焰咆哮虎進化條件：Level 34,4,4.3kg / 9.5lbs,火,
85.0,50.0,65.0,80.0,50.0,90.0,炎熱喵,726.0,70,威嚇,3840.0,火,♂ 7 : ♀ 1,45.0,ニャヒート,猛火,,1059860.0,Torracat,陸上類,"0.7m / 2'04""",725火斑喵→726炎熱喵進化條件：Level 17,726炎熱喵→727熾焰咆哮虎進化條件：Level 34,5,25kg / 55.1lbs,火,
115.0,90.0,95.0,80.0,90.0,60.0,熾焰咆哮虎,727.0,70,威嚇,3840.0,火 / 惡,♂ 7 : ♀ 1,45.0,ガオガエン,猛火,,1059860.0,Incineroar,陸上類,"1.8m / 5'11""",725火斑喵→726炎熱喵進化條件：Level 17,726炎熱喵→727熾焰咆哮虎進化條件：Level 34,6,83kg / 183lbs,火 , 惡
54.0,54.0,50.0,66.0,56.0,40.0,球球海獅,728.0,70,濕潤之聲,3840.0,水,♂ 7 : ♀ 1,45.0,アシマリ,激流,,1059860.0,Popplio,水中類1 / 陸上類,"0.4m / 1'04""",728球球海獅→729花漾海獅進化條件：Level 17,729花漾海獅→730西獅海壬進化條件：Level 34,7,7.5kg / 16.5lbs,水,
69.0,69.0,60.0,91.0,81.0,50.0,花漾海獅,729.0,70,濕潤之聲,3840.0,水,♂ 7 : ♀ 1,45.0,オシャマリ,激流,,1059860.0,Brionne,水中類1 / 陸上類,"0.6m / 2'00""",728球球海獅→729花漾海獅進化條件：Level 17,729花漾海獅→730西獅海壬進化條件：Level 34,8,17.5kg / 38.6lbs,水,
74.0,74.0,80.0,126.0,116.0,60.0,西獅海壬,730.0,70,濕潤之聲,3840.0,水 / 妖,♂ 7 : ♀ 1,45.0,アシレーヌ,激流,,1059860.0,Primarina,水中類1 / 陸上類,"1.8m / 5'11""",728球球海獅→729花漾海獅進化條件：Level 17,729花漾海獅→730西獅海壬進化條件：Level 34,9,44kg / 97lbs,水 , 妖
75.0,30.0,35.0,30.0,30.0,65.0,小篤兒,731.0,70,撿拾,3840.0,普 / 飛,♂ 1 : ♀ 1,255.0,ツツケラ,銳利目光,,1000000.0,Pikipek,飛行類,"0.3m / 1'00""",731小篤兒→732喇叭啄鳥進化條件：Level 14,732喇叭啄鳥→733銃嘴大鳥進化條件：Level 28,10,1.2kg / 2.6lbs,普 , 飛
85.0,50.0,55.0,40.0,50.0,75.0,喇叭啄鳥,732.0,70,撿拾,3840.0,普 / 飛,♂ 1 : ♀ 1,120.0,ケララッパ,銳利目光,,1000000.0,Trumbeak,飛行類,"0.6m / 2'00""",731小篤兒→732喇叭啄鳥進化條件：Level 14,732喇叭啄鳥→733銃嘴大鳥進化條件：Level 28,11,14.8kg / 32.6lbs,普 , 飛
120.0,75.0,80.0,75.0,75.0,60.0,銃嘴大鳥,733.0,70,強行,3840.0,普 / 飛,♂ 1 : ♀ 1,45.0,ドデカバシ,銳利目光,,1000000.0,Toucannon,飛行類,"1.1m / 3'07""",731小篤兒→732喇叭啄鳥進化條件：Level 14,732喇叭啄鳥→733銃嘴大鳥進化條件：Level 28,12,26kg / 57.3lbs,普 , 飛
70.0,30.0,48.0,30.0,30.0,45.0,貓鼬少,734.0,70,適應力,3840.0,普,♂ 1 : ♀ 1,255.0,ヤングース,強壯之顎,蹲守,1000000.0,Yungoos,陸上類,"0.4m / 1'04""",734貓鼬少→735貓鼬探長進化條件：Level 20+日間升級,,13,6kg / 13.2lbs,普,
110.0,60.0,88.0,55.0,60.0,45.0,貓鼬探長,735.0,70,適應力,3840.0,普,♂ 1 : ♀ 1,127.0,デカグース,強壯之顎,蹲守,1000000.0,Gumshoos,陸上類,"0.7m / 2'04""",734貓鼬少→735貓鼬探長進化條件：Level 20+日間升級,,14,14.2kg / 31.3lbs,普,
62.0,45.0,47.0,55.0,45.0,46.0,強顎雞母蟲,736.0,70,沒有隱藏特性,3840.0,蟲,♂ 1 : ♀ 1,255.0,アゴジムシ,蟲之預感,,1000000.0,Grubbin,昆蟲類,"0.4m / 1'04""",736強顎雞母蟲→737蟲電寶進化條件：Level 20,737蟲電寶→738鍬農炮蟲進化條件：於地點「波尼大峽谷」升級,27,4.4kg / 9.7lbs,蟲,
82.0,95.0,57.0,55.0,75.0,36.0,蟲電寶,737.0,70,沒有隱藏特性,3840.0,蟲 / 電,♂ 1 : ♀ 1,120.0,デンヂムシ,蓄電池,,1000000.0,Charjabug,昆蟲類,"0.5m / 1'08""",736強顎雞母蟲→737蟲電寶進化條件：Level 20,737蟲電寶→738鍬農炮蟲進化條件：於地點「波尼大峽谷」升級,28,10.5kg / 23.1lbs,蟲 , 電
70.0,90.0,77.0,145.0,75.0,43.0,鍬農炮蟲,738.0,70,沒有隱藏特性,3840.0,蟲 / 電,♂ 1 : ♀ 1,45.0,クワガノン,飄浮,,1000000.0,Vikavolt,昆蟲類,"1.5m / 4'11""",736強顎雞母蟲→737蟲電寶進化條件：Level 20,737蟲電寶→738鍬農炮蟲進化條件：於地點「波尼大峽谷」升級,29,45kg / 99.2lbs,蟲 , 電
82.0,57.0,47.0,42.0,47.0,63.0,好勝蟹,739.0,70,憤怒穴位,5120.0,格,♂ 1 : ♀ 1,225.0,マケンカニ,怪力鉗,鐵拳,1000000.0,Crabrawler,水中類3,"0.6m / 2'00""",739好勝蟹→740好勝毛蟹進化條件：於地點「拉納基拉山」升級,,59,7kg / 15.4lbs,格,
132.0,77.0,97.0,62.0,67.0,43.0,好勝毛蟹,740.0,70,憤怒穴位,5120.0,格 / 冰,♂ 1 : ♀ 1,60.0,ケケンカニ,怪力鉗,鐵拳,1000000.0,Crabominable,水中類3,"1.7m / 5'07""",739好勝蟹→740好勝毛蟹進化條件：於地點「拉納基拉山」升級,,60,180kg / 396.8lbs,格 , 冰
70.0,70.0,75.0,98.0,70.0,93.0,花舞鳥,741.0,70,沒有隱藏特性,5120.0,火 / 飛,♂ 1 : ♀ 3,45.0,オドリドリ,舞者,,1000000.0,Oricorio,飛行類,"0.6m / 2'00""",,,82,3.4kg / 7.5lbs,火 , 飛
45.0,40.0,40.0,55.0,40.0,84.0,萌虻,742.0,70,甜幕,5120.0,蟲 / 妖,♂ 1 : ♀ 1,190.0,アブリー,鱗粉,采蜜,1000000.0,Cutiefly,昆蟲類 / 妖精類,"0.1m / 0'04""",742萌虻→743蝶結萌虻進化條件：Level 25,,83,0.2kg / 0.4lbs,蟲 , 妖
55.0,60.0,60.0,95.0,70.0,124.0,蝶結萌虻,743.0,70,甜幕,5120.0,蟲 / 妖,♂ 1 : ♀ 1,75.0,アブリボン,鱗粉,采蜜,1000000.0,Ribombee,昆蟲類 / 妖精類,"0.2m / 0'08""",742萌虻→743蝶結萌虻進化條件：Level 25,,84,0.5kg / 1.1lbs,蟲 , 妖
65.0,40.0,45.0,30.0,40.0,60.0,岩狗狗,744.0,70,不屈之心,3840.0,岩,♂ 1 : ♀ 1,190.0,イワンコ,銳利目光,,1000000.0,Rockruff,陸上類,"0.5m / 1'08""",,,103,9.2kg / 20.3lbs,岩,
115.0,65.0,75.0,55.0,65.0,112.0,鬃岩狼人,745.0,70,沒有隱藏特性,3840.0,岩,♂ 1 : ♀ 1,90.0,ルガルガン,銳利目光,,1000000.0,Lycanroc,陸上類,"0.8m / 2'07""",,,104,25kg / 55.1lbs,岩,
20.0,20.0,45.0,25.0,25.0,40.0,弱丁魚‎‎,746.0,70,沒有隱藏特性,3840.0,水,♂ 1 : ♀ 1,60.0,ヨワシ,魚群,,800000.0,Wishiwashi,水中類2,"0.2m / 0'08""",,,110,0.3kg / 0.7lbs,水,
53.0,62.0,50.0,43.0,52.0,45.0,好壞星,747.0,70,再生力,5120.0,毒 / 水,♂ 1 : ♀ 1,190.0,ヒドイデ,柔軟,不仁不義,1000000.0,Mareanie,水中類1,"0.4m / 1'04""",747好壞星→748超壞星進化條件：Level 38,,113,8kg / 17.6lbs,毒 , 水
63.0,152.0,50.0,53.0,142.0,35.0,超壞星,748.0,70,再生力,5120.0,毒 / 水,♂ 1 : ♀ 1,75.0,ドヒドイデ,柔軟,不仁不義,1000000.0,Toxapex,水中類1,"0.7m / 2'04""",747好壞星→748超壞星進化條件：Level 38,,114,14.5kg / 32lbs,毒 , 水
100.0,70.0,70.0,45.0,55.0,45.0,泥驢仔,749.0,70,精神力,5120.0,地,♂ 1 : ♀ 1,190.0,ドロバンコ,我行我素,持久力,1000000.0,Mudbray,陸上類,"1m / 3'03""",749泥驢仔→750重泥挽馬進化條件：Level 30,,132,110kg / 242.5lbs,地,
125.0,100.0,100.0,55.0,85.0,35.0,重泥挽馬,750.0,70,精神力,5120.0,地,♂ 1 : ♀ 1,60.0,バンバドロ,我行我素,持久力,1000000.0,Mudsdale,陸上類,"2.5m / 8'02""",749泥驢仔→750重泥挽馬進化條件：Level 30,,133,920kg / 2028.2lbs,地,
40.0,52.0,38.0,40.0,72.0,27.0,滴蛛,751.0,70,儲水,3840.0,水 / 蟲,♂ 1 : ♀ 1,200.0,シズクモ,水泡,,1000000.0,Dewpider,水中類1 / 昆蟲類,"0.3m / 1'00""",751滴蛛→752滴蛛霸進化條件：Level 22,,141,4kg / 8.8lbs,水 , 蟲
70.0,92.0,68.0,50.0,132.0,42.0,滴蛛霸,752.0,70,儲水,3840.0,水 / 蟲,♂ 1 : ♀ 1,100.0,オニシズクモ,水泡,,1000000.0,Araquanid,水中類1 / 昆蟲類,"1.8m / 5'11""",751滴蛛→752滴蛛霸進化條件：Level 22,,142,82kg / 180.8lbs,水 , 蟲
55.0,35.0,40.0,50.0,35.0,35.0,偽螳草,753.0,70,唱反調,5120.0,草,♂ 1 : ♀ 1,190.0,カリキリ,葉子防守,,1000000.0,Fomantis,植物類,"0.3m / 1'00""",753偽螳草→754蘭螳花進化條件：Level 20+日間升級,,143,1.5kg / 3.3lbs,草,
105.0,90.0,70.0,80.0,90.0,45.0,蘭螳花,754.0,70,唱反調,5120.0,草,♂ 1 : ♀ 1,75.0,ラランテス,葉子防守,,1000000.0,Lurantis,植物類,"0.9m / 2'11""",753偽螳草→754蘭螳花進化條件：Level 20+日間升級,,144,18.5kg / 40.8lbs,草,
35.0,55.0,40.0,65.0,75.0,15.0,睡睡菇‎‎,755.0,70,雨盤,5120.0,草 / 妖,♂ 1 : ♀ 1,190.0,ネマシュ,孢子,發光,1000000.0,Morelull,,"0.2m / 0'08""",755睡睡菇‎‎→756燈罩夜菇進化條件：Level 24,,145,1.5kg / 3.3lbs,草 , 妖
45.0,80.0,60.0,90.0,100.0,30.0,燈罩夜菇,756.0,70,雨盤,5120.0,草 / 妖,♂ 1 : ♀ 1,75.0,マシェード,孢子,發光,1000000.0,Shiinotic,,"1m / 3'03""",755睡睡菇‎‎→756燈罩夜菇進化條件：Level 24,,146,11.5kg / 25.4lbs,草 , 妖
44.0,40.0,48.0,71.0,40.0,77.0,夜盜火蜥,757.0,70,遲鈍,5120.0,毒 / 火,♂ 7 : ♀ 1,120.0,ヤトウモリ,腐蝕,,1000000.0,Salandit,怪獸類 / 龍類,"0.6m / 2'00""",757夜盜火蜥→758焰后蜥進化條件：Level 20+女性升級,,161,4.8kg / 10.6lbs,毒 , 火
64.0,60.0,68.0,111.0,60.0,117.0,焰后蜥,758.0,70,遲鈍,5120.0,毒 / 火,♂ 0 : ♀ 1,45.0,エンニュート,腐蝕,,1000000.0,Salazzle,怪獸類 / 龍類,"1.2m / 3'11""",757夜盜火蜥→758焰后蜥進化條件：Level 20+女性升級,,162,22.2kg / 48.9lbs,毒 , 火
75.0,50.0,70.0,45.0,50.0,50.0,童偶熊,759.0,70,迷人之軀,3840.0,普 / 格,♂ 1 : ♀ 1,140.0,ヌイコグマ,笨拙,毛茸茸,1000000.0,Stufful,陸上類,"0.5m / 1'08""",759童偶熊→760穿著熊進化條件：Level 27,,169,6.8kg / 15lbs,普 , 格
125.0,80.0,120.0,55.0,60.0,60.0,穿著熊,760.0,70,緊張感,3840.0,普 / 格,♂ 1 : ♀ 1,70.0,キテルグマ,笨拙,毛茸茸,1000000.0,Bewear,陸上類,"2.1m / 6'11""",759童偶熊→760穿著熊進化條件：Level 27,,170,135kg / 297.6lbs,普 , 格
30.0,38.0,42.0,30.0,38.0,32.0,甜竹竹,761.0,70,甜幕,5120.0,草,♂ 0 : ♀ 1,235.0,アマカジ,遲鈍,葉子防守,1059860.0,Bounsweet,植物類,"0.3m / 1'00""",761甜竹竹→762甜舞妮進化條件：Level 18,762甜舞妮→763甜冷美后進化條件：已學習招式「踩踏」時升級,171,3.2kg / 7.1lbs,草,
40.0,48.0,52.0,40.0,48.0,62.0,甜舞妮,762.0,70,甜幕,5120.0,草,♂ 0 : ♀ 1,120.0,アママイコ,遲鈍,葉子防守,1059860.0,Steenee,植物類,"0.7m / 2'04""",761甜竹竹→762甜舞妮進化條件：Level 18,762甜舞妮→763甜冷美后進化條件：已學習招式「踩踏」時升級,172,8.2kg / 18.1lbs,草,
120.0,98.0,72.0,50.0,98.0,72.0,甜冷美后,763.0,70,甜幕,5120.0,草,♂ 0 : ♀ 1,45.0,アマージョ,葉子防守,女王的威嚴,1059860.0,Tsareena,植物類,"1.2m / 3'11""",761甜竹竹→762甜舞妮進化條件：Level 18,762甜舞妮→763甜冷美后進化條件：已學習招式「踩踏」時升級,173,21.4kg / 47.2lbs,草,
52.0,90.0,51.0,82.0,110.0,100.0,花療環環,764.0,70,自然回復,5120.0,妖,♂ 1 : ♀ 3,60.0,キュワワー,花幕,先行治療,800000.0,Comfey,植物類,"0.1m / 0'04""",,,174,0.3kg / 0.7lbs,妖,
60.0,80.0,90.0,90.0,110.0,60.0,智揮猩,765.0,70,共生,5120.0,超 / 普,♂ 1 : ♀ 1,45.0,ヤレユータン,精神力,心靈感應,1250000.0,Oranguru,陸上類,"1.5m / 4'11""",,,176,76kg / 167.5lbs,超 , 普
120.0,90.0,100.0,40.0,60.0,80.0,投擲猴,766.0,70,不服輸,5120.0,格,♂ 1 : ♀ 1,45.0,ナゲツケサル,接球手,,1250000.0,Passimian,陸上類,"2m / 6'07""",,,177,82.8kg / 182.5lbs,格,
35.0,40.0,25.0,20.0,30.0,80.0,膽小蟲,767.0,70,沒有隱藏特性,5120.0,蟲 / 水,♂ 1 : ♀ 1,90.0,コソクムシ,躍躍欲逃,,1000000.0,Wimpod,昆蟲類 / 水中類3,"0.5m / 1'08""",767膽小蟲→768具甲武者進化條件：Level 30,,182,12kg / 26.5lbs,蟲 , 水
125.0,140.0,75.0,60.0,90.0,40.0,具甲武者,768.0,70,沒有隱藏特性,5120.0,蟲 / 水,♂ 1 : ♀ 1,45.0,グソクムシャ,危險迴避,,1000000.0,Golisopod,昆蟲類 / 水中類3,"2m / 6'07""",767膽小蟲→768具甲武者進化條件：Level 30,,183,108kg / 238.1lbs,蟲 , 水
55.0,80.0,55.0,70.0,45.0,15.0,沙丘娃‎,769.0,70,沙隱,3840.0,鬼 / 地,♂ 1 : ♀ 1,140.0,スナバァ,遇水凝固,,1000000.0,Sandygast,不定形類,"0.5m / 1'08""",769沙丘娃‎→770噬沙堡爺‎進化條件：Level 42,,186,70kg / 154.3lbs,鬼 , 地
75.0,110.0,85.0,100.0,75.0,35.0,噬沙堡爺‎,770.0,70,沙隱,3840.0,鬼 / 地,♂ 1 : ♀ 1,60.0,シロデスナ,遇水凝固,,1000000.0,Palossand,不定形類,"1.3m / 4'03""",769沙丘娃‎→770噬沙堡爺‎進化條件：Level 42,,187,250kg / 551.1lbs,鬼 , 地
60.0,130.0,55.0,30.0,130.0,5.0,拳海參‎,771.0,70,純樸,3840.0,水,♂ 1 : ♀ 1,60.0,ナマコブシ,飛出的內在物,,800000.0,Pyukumuku,水中類1,"0.3m / 1'00""",,,200,1.2kg / 2.6lbs,水,
95.0,95.0,95.0,95.0,95.0,59.0,屬性：空,772.0,未有資料,沒有隱藏特性,30720.0,普,♂ 0 : ♀ 0,3.0,タイプ：ヌル,戰鬥盔甲,,1250000.0,Type: Null,,"1.9m / 6'03""",772屬性：空→773銀伴戰獸進化條件：親密度220或以上時升級,,203,120.5kg / 265.7lbs,普,
95.0,95.0,95.0,95.0,95.0,95.0,銀伴戰獸,773.0,未有資料,沒有隱藏特性,30720.0,普,♂ 0 : ♀ 0,3.0,シルヴァディ,ＡＲ系統,,1250000.0,Silvally,,"2.3m / 7'07""",772屬性：空→773銀伴戰獸進化條件：親密度220或以上時升級,,204,100.5kg / 221.6lbs,普,
60.0,100.0,60.0,60.0,100.0,60.0,小隕星,774.0,70,沒有隱藏特性,6400.0,岩 / 飛,♂ 0 : ♀ 0,30.0,メテノ,界限盾殼,,1059860.0,Minior,礦物類,"0.3m / 1'00""",,,213,40kg / 88.2lbs,岩 , 飛
115.0,65.0,65.0,75.0,95.0,65.0,樹枕尾熊,775.0,70,沒有隱藏特性,5120.0,普,♂ 1 : ♀ 1,45.0,ネッコアラ,絕對睡眠,,1250000.0,Komala,陸上類,"0.4m / 1'04""",,,222,19.9kg / 43.9lbs,普,
78.0,135.0,60.0,91.0,85.0,36.0,爆焰龜獸,776.0,70,沒有隱藏特性,5120.0,火 / 龍,♂ 1 : ♀ 1,70.0,バクガメス,硬殼盔甲,,1000000.0,Turtonator,怪獸類 / 龍類,"2m / 6'07""",,,224,212kg / 467.4lbs,火 , 龍
98.0,63.0,65.0,40.0,73.0,96.0,托戈德瑪爾,777.0,70,結實,2560.0,電 / 鋼,♂ 1 : ♀ 1,180.0,トゲデマル,鐵刺,,1000000.0,Togedemaru,陸上類 / 妖精類,"0.3m / 1'00""",,,225,3.3kg / 7.3lbs,電 , 鋼
90.0,80.0,55.0,50.0,105.0,96.0,謎擬Ｑ,778.0,70,沒有隱藏特性,5120.0,超 / 妖,♂ 1 : ♀ 1,45.0,ミミッキュ,畫皮,,1000000.0,Mimikyu,不定形類,"0.2m / 0'08""",,,242,0.7kg / 1.5lbs,超 , 妖
105.0,70.0,68.0,70.0,70.0,92.0,磨牙彩皮魚,779.0,70,奇跡皮膚,3840.0,水 / 超,♂ 1 : ♀ 1,80.0,ハギギシリ,強壯之顎,鮮豔之軀,1000000.0,Bruxish,水中類2,"0.9m / 2'11""",,,243,19kg / 41.9lbs,水 , 超
60.0,85.0,78.0,135.0,91.0,36.0,老翁龍,780.0,70,無關天氣,5120.0,普 / 龍,♂ 1 : ♀ 1,70.0,ジジーロン,食草,怒火沖天,1000000.0,Drampa,怪獸類 / 龍類,"3m / 9'10""",,,244,185kg / 407.8lbs,普 , 龍
131.0,100.0,70.0,86.0,90.0,40.0,破破舵輪,781.0,70,沒有隱藏特性,6400.0,鬼 / 草,♂ 0 : ♀ 0,25.0,ダダリン,鋼能力者,,1000000.0,Dhelmise,礦物類,"3.9m / 12'10""",,,263,210kg / 463lbs,鬼 , 草
55.0,65.0,45.0,45.0,45.0,45.0,心鱗寶,782.0,70,防塵,10240.0,龍,♂ 1 : ♀ 1,45.0,ジャラコ,隔音,防彈,1250000.0,Jangmo-o,龍類,"0.6m / 2'00""",782心鱗寶→783鱗甲龍進化條件：Level 35,783鱗甲龍→784杖尾鱗甲龍進化條件：Level 45,271,29.7kg / 65.5lbs,龍,
75.0,90.0,55.0,65.0,70.0,65.0,鱗甲龍,783.0,70,防塵,10240.0,龍 / 格,♂ 1 : ♀ 1,45.0,ジャランゴ,隔音,防彈,1250000.0,Hakamo-o,龍類,"1.2m / 3'11""",782心鱗寶→783鱗甲龍進化條件：Level 35,783鱗甲龍→784杖尾鱗甲龍進化條件：Level 45,272,47kg / 103.6lbs,龍 , 格
110.0,125.0,75.0,100.0,105.0,85.0,杖尾鱗甲龍,784.0,70,防塵,10240.0,龍 / 格,♂ 1 : ♀ 1,45.0,ジャラランガ,隔音,防彈,1250000.0,Kommo-o,龍類,"1.6m / 5'03""",782心鱗寶→783鱗甲龍進化條件：Level 35,783鱗甲龍→784杖尾鱗甲龍進化條件：Level 45,273,78.2kg / 172.4lbs,龍 , 格
115.0,85.0,70.0,95.0,75.0,130.0,卡璞・鳴鳴,785.0,70,心靈感應,3840.0,電 / 妖,♂ 0 : ♀ 0,3.0,カプ・コケコ,電氣製造者,,1250000.0,Tapu Koko,,"1.8m / 5'11""",,,285,20.5kg / 45.2lbs,電 , 妖
85.0,75.0,70.0,130.0,115.0,95.0,卡璞・蝶蝶,786.0,70,心靈感應,3840.0,超 / 妖,♂ 0 : ♀ 0,3.0,カプ・テテフ,精神製造者,,1250000.0,Tapu Lele,,"1.2m / 3'11""",,,286,18.6kg / 41lbs,超 , 妖
130.0,115.0,70.0,85.0,95.0,75.0,卡璞・哞哞,787.0,70,心靈感應,3840.0,草 / 妖,♂ 0 : ♀ 0,3.0,カプ・ブルル,青草製造者,,1250000.0,Tapu Bulu,,"1.9m / 6'03""",,,287,45.5kg / 100.3lbs,草 , 妖
75.0,115.0,70.0,95.0,130.0,85.0,卡璞・鰭鰭,788.0,70,心靈感應,3840.0,水 / 妖,♂ 0 : ♀ 0,3.0,カプ・レヒレ,薄霧製造者,,1250000.0,Tapu Fini,,"1.3m / 4'03""",,,288,21.2kg / 46.7lbs,水 , 妖
29.0,31.0,43.0,29.0,31.0,37.0,科斯莫古,789.0,未有資料,沒有隱藏特性,30720.0,超,♂ 0 : ♀ 0,45.0,コスモッグ,純樸,,1250000.0,Cosmog,,"0.2m / 0'08""",,,289,0.1kg / 0.2lbs,超,
29.0,131.0,43.0,29.0,131.0,37.0,科斯莫姆,790.0,未有資料,沒有隱藏特性,30720.0,超,♂ 0 : ♀ 0,45.0,コスモウム,結實,,1250000.0,Cosmoem,,"0.1m / 0'04""",,,290,999.9kg / 2204.4lbs,超,
137.0,107.0,137.0,113.0,89.0,97.0,索爾迦雷歐,791.0,未有資料,沒有隱藏特性,30720.0,超 / 鋼,♂ 0 : ♀ 0,45.0,ソルガレオ,金屬防護,,1250000.0,Solgaleo,,"3.4m / 11'02""",,,291,230kg / 507.1lbs,超 , 鋼
113.0,89.0,137.0,137.0,107.0,97.0,露奈雅拉,792.0,未有資料,沒有隱藏特性,30720.0,超 / 鬼,♂ 0 : ♀ 0,45.0,ルナアーラ,幻影防守,,1250000.0,Lunala,,"4m / 13'01""",,,292,120kg / 264.6lbs,超 , 鬼
53.0,47.0,109.0,127.0,131.0,103.0,虛吾伊德,793.0,未有資料,沒有隱藏特性,30720.0,岩 / 毒,♂ 0 : ♀ 0,45.0,ウツロイド,異獸提升,,1250000.0,Nihilego,,"1.2m / 3'11""",,,293,55.5kg / 122.4lbs,岩 , 毒
139.0,139.0,107.0,53.0,53.0,79.0,爆肌蚊,794.0,未有資料,沒有隱藏特性,30720.0,蟲 / 格,♂ 0 : ♀ 0,25.0,マッシブーン,異獸提升,,1250000.0,Buzzwole,,"2.4m / 7'10""",,,294,333.6kg / 735.5lbs,蟲 , 格
137.0,37.0,71.0,137.0,37.0,151.0,費洛美螂,795.0,未有資料,沒有隱藏特性,30720.0,蟲 / 格,♂ 0 : ♀ 0,255.0,フェローチェ,異獸提升,,1250000.0,Pheromosa,,"1.8m / 5'11""",,,295,25kg / 55.1lbs,蟲 , 格
89.0,71.0,83.0,173.0,71.0,83.0,電束木,796.0,未有資料,沒有隱藏特性,30720.0,電,♂ 0 : ♀ 0,30.0,デンジュモク,異獸提升,,1250000.0,Xurkitree,,"3.8m / 12'06""",,,296,100kg / 220.5lbs,電,
101.0,103.0,97.0,107.0,101.0,61.0,鐵火輝夜,797.0,未有資料,沒有隱藏特性,30720.0,鋼 / 飛,♂ 0 : ♀ 0,25.0,テッカグヤ,異獸提升,,1250000.0,Celesteela,,"9.2m / 30'02""",,,297,999.9kg / 2204.4lbs,鋼 , 飛
181.0,131.0,59.0,59.0,31.0,109.0,紙禦劍,798.0,未有資料,沒有隱藏特性,30720.0,草 / 鋼,♂ 0 : ♀ 0,255.0,カミツルギ,異獸提升,,1250000.0,Kartana,,"0.3m / 1'00""",,,298,0.1kg / 0.2lbs,草 , 鋼
101.0,53.0,223.0,97.0,53.0,43.0,惡食大王,799.0,未有資料,沒有隱藏特性,30720.0,惡 / 龍,♂ 0 : ♀ 0,15.0,アクジキング,異獸提升,,1250000.0,Guzzlord,,"5.5m / 18'01""",,,299,888kg / 1957.7lbs,惡 , 龍
107.0,101.0,97.0,127.0,89.0,79.0,奈克洛茲瑪,800.0,未有資料,沒有隱藏特性,30720.0,超,♂ 0 : ♀ 0,3.0,ネクロズマ,棱鏡裝甲,,1250000.0,Necrozma,,"2.4m / 7'10""",,,300,230kg / 507.1lbs,超,
95.0,115.0,80.0,130.0,115.0,65.0,瑪機雅娜,801.0,未有資料,沒有隱藏特性,30720.0,鋼 / 妖,♂ 0 : ♀ 0,3.0,マギアナ,魂心,,1250000.0,Magearna,,"1m / 3'03""",,,301,80.5kg / 177.5lbs,鋼 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 毒
